"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BNFT","Benefitfocus, Inc.","26.9","841249994.6","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bnft",
"BNTC","Benitec Biopharma Limited","2.96","5439115.44","1837539","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bntc",
"BNTCW","Benitec Biopharma Limited","0.3997","0","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bntcw",
"BYSI","BeyondSpring, Inc.","29.0791","664310934.4942","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bysi",
"BGCP","BGC Partners, Inc.","15.11","4364636039.28","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/bgcp",
"BGFV","Big 5 Sporting Goods Corporation","7.65","163915501.95","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bgfv",
"BRPA","Big Rock Partners Acquisition Corp.","9.68","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/brpa",
"BRPAR","Big Rock Partners Acquisition Corp.","0.37","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/brpar",
"BRPAU","Big Rock Partners Acquisition Corp.","10.2348","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/brpau",
"BRPAW","Big Rock Partners Acquisition Corp.","0.4","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/brpaw",
"BASI","Bioanalytical Systems, Inc.","2.45","20198292.45","n/a","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/basi",
"ORPN","Bioblast Pharma Ltd.","2.286","7640710.398","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/orpn",
"BIOC","Biocept, Inc.","0.6939","20996541.7677","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/bioc",
"BCRX","BioCryst Pharmaceuticals, Inc.","4.91","483167376.51","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bcrx",
"BDSI","BioDelivery Sciences International, Inc.","2.95","164856136.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bdsi",
"BIIB","Biogen Inc.","318.67","67391355195.12","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/biib",
"BKYI","BIO-key International, Inc.","1.7701","13614412.6124","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bkyi",
"BIOL","Biolase, Inc.","0.4241","43394792.4316","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/biol",
"BLFS","BioLife Solutions, Inc.","5.99","81646635.1","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/blfs",
"BLRX","BioLineRx Ltd.","1.09","85957795.67","78860363","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","89.19","15663661695.63","n/a","1999","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmrn",
"BMRA","Biomerica, Inc.","3.74","31846747.02","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bmra",
"BVXV","BiondVax Pharmaceuticals Ltd.","5.36","16564265.28","3090348","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bvxv",
"BVXVW","BiondVax Pharmaceuticals Ltd.","1.29","0","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bvxvw",
"BPTH","Bio-Path Holdings, Inc.","0.2001","22689403.032","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bpth",
"BIOS","BioScrip, Inc.","2.91","371070317.43","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/bios",
"BSTC","BioSpecifics Technologies Corp","43.43","312228389.19","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bstc",
"BSPM","Biostar Pharmaceuticals, Inc.","1.77","4667822.76","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bspm",
"TECH","Bio-Techne Corp","129.5","4851352051","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/tech",
"BEAT","BioTelemetry, Inc.","29.85","967382322.3","n/a","2008","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/beat",
"BIVV","Bioverativ Inc.","53.93","5835218449.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bivv",
"BCAC","Bison Capital Acquisition Corp.","9.87","78752108.19","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bcac",
"BCACR","Bison Capital Acquisition Corp.","0.342","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bcacr",
"BCACU","Bison Capital Acquisition Corp.","10.27","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bcacu",
"BCACW","Bison Capital Acquisition Corp.","0.36","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bcacw",
"BJRI","BJ&#39;s Restaurants, Inc.","36.4","751055541.6","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bjri",
"BBOX","Black Box Corporation","3.55","53738863.4","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bbox",
"BRAC","Black Ridge Acquisition Corp.","9.65","170756750","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/brac",
"BRACR","Black Ridge Acquisition Corp.","0.28","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bracr",
"BRACU","Black Ridge Acquisition Corp.","10.138","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bracu",
"BRACW","Black Ridge Acquisition Corp.","0.28","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bracw",
"BLKB","Blackbaud, Inc.","94.49","4543985831.55","n/a","2004","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/blkb",
"HAWK","Blackhawk Network Holdings, Inc.","35.65","2025394145","n/a","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hawk",
"BL","BlackLine, Inc.","32.8","1736324448.8","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bl",
"BKCC","BlackRock Capital Investment Corporation","6.24","456592025.76","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/bkcc",
"ADRA","BLDRS Asia 50 ADR Index Fund","34.55","22457500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adra",
"ADRD","BLDRS Developed Markets 100 ADR Index Fund","23.53","70590000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adrd",
"ADRE","BLDRS Emerging Markets 50 ADR Index Fund","43.13","163894000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adre",
"ADRU","BLDRS Europe 100 ADR Index Fund","22.9025","14886625","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adru",
"BLMN","Bloomin&#39; Brands, Inc.","21.35","1948605810.55","n/a","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/blmn",
"BCOR","Blucora, Inc.","22.1","1019384379","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/bcor",
"BLBD","Blue Bird Corporation","19.9","476889808.8","n/a","2014","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/blbd",
"BUFF","Blue Buffalo Pet Products, Inc.","32.8","6404630106.4","n/a","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/buff",
"BHBK","Blue Hills Bancorp, Inc.","20.1","539219283","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bhbk",
"BLUE","bluebird bio, Inc.","178.1","8162490770.2","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/blue",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","5.1","204716065.5","n/a","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","7.86","237046745.34","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkepp",
"BPMC","Blueprint Medicines Corporation","75.51","2960233632","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bpmc",
"BMCH","BMC Stock Holdings, Inc.","25.3","1696046321.2","n/a","2013","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bmch",
"BMLP","BMO Elkhorn DWA MLP Select Index ETN","47.728","47728000","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmlp",
"BOBE","Bob Evans Farms, Inc.","78.93","1582535686.59","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bobe",
"BOFI","BofI Holding, Inc.","29.89","1902682981.08","n/a","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bofi",
"BOFIL","BofI Holding, Inc.","25.8175","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bofil",
"WIFI","Boingo Wireless, Inc.","22.5","917892202.5","n/a","2011","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wifi",
"BOJA","Bojangles&#39;, Inc.","11.75","435563570","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/boja",
"BOKF","BOK Financial Corporation","92.29","6041006779.94","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.61","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokfl",
"BNSO","Bonso Electronics International, Inc.","2.42","12010934.32","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bnso",
"BRQS","Borqs Technologies, Inc. ","5.45","167885271.65","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/brqs",
"BOMN","Boston Omaha Corporation","32.2937","463825273.9829","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","15.4","1297304008","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfh",
"BPFHP","Boston Private Financial Holdings, Inc.","25.64","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhp",
"BPFHW","Boston Private Financial Holdings, Inc.","9.62","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhw",
"EPAY","Bottomline Technologies, Inc.","34.69","1404374835.16","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/epay",
"BOXL","Boxlight Corporation","5.7884","33621029.9864","n/a","2017","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/boxl",
"BCLI","Brainstorm Cell Therapeutics Inc.","3.92","73863485.92","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bcli",
"BBRG","Bravo Brio Restaurant Group, Inc.","2.5","38011635","n/a","2010","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bbrg",
"BDGE","Bridge Bancorp, Inc.","35.05","690834518.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bdge",
"BLIN          ","Bridgeline Digital, Inc.","2.428","10198131.732","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/blin",
"BRID","Bridgford Foods Corporation","12.55","113914241.6","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","7.1","245892013.8","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","58.65","7024692666.9","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/bhf",
"AVGO","Broadcom Limited","257.33","100590441104.8","n/a","2009","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"BSFT","BroadSoft, Inc.","54.9","1737551291.4","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bsft",
"BVSN","BroadVision, Inc.","3.5","17464331.5","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","2.36","64784876.84","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","2.71","41044765.7","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/bwen",
"BPY","Brookfield Property Partners L.P.","22.15","5645865264.55","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/bpy",
"BRKL","Brookline Bancorp, Inc.","15.7","1203442240.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","23.84","1678978678.72","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/brks",
"BRKR","Bruker Corporation","34.31","5337354864.6","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","44.15","890755079.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","29.2","283671430","n/a","2011","Finance","Major Banks","http://www.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","4.65","58719414.15","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bsqr",
"BWLD","Buffalo Wild Wings, Inc.","156.4","2428903730","n/a","2003","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bwld",
"BLDR","Builders FirstSource, Inc.","21.8","2462120427.2","n/a","2005","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bldr",
"BUR","Burcon NutraScience Corp","0.543","20540156.025","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bur",
"CFFI","C&F Financial Corporation","57.7","201245425.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","89.09","12446310788.26","n/a","1997","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/chrw",
"CA","CA Inc.","33.28","13929124152.32","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ca",
"CCMP","Cabot Microelectronics Corporation","94.07","2385325088.12","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ccmp",
"CDNS","Cadence Design Systems, Inc.","41.82","11808295200","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","14.3","326069458","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment Corporation","12.675","8924863441.65","n/a","2012","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","22","755074606","n/a","2012","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","1.8454","31117928.322","n/a","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prss",
"CLBS","Caladrius Biosciences, Inc.","3.51","33242718.6","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","11.8499","859556326.6489","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","11.19","783560973.18","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","20.07","489400768.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","9.0711","535258325.1312","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","15.06","127482915.06","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","12.1","1869619400","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","21.43","763435499.45","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","84.425","1480238637.075","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cvgw",
"CALA","Calithera Biosciences, Inc.","8.375","297117203.375","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cala",
"CALD","Callidus Software, Inc.","28.6","1948086140","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/cald",
"CALM","Cal-Maine Foods, Inc.","44.45","2159044424.6","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","7.65","586982250.9","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/clmt",
"CLXT","Calyxt, Inc.","21.81","603987165.3","n/a","2017","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/clxt",
"ABCD","Cambium Learning Group, Inc.","5.8","270685286.6","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/abcd",
"CATC","Cambridge Bancorp","79.8","325758602.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","42.13","653691144.37","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","5.71","202233879.32","n/a","2000","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","16.855","974769703.415","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","1.85","44869587.35","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","16.25","71670495","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/cphc",
"CPLA","Capella Education Company","77.4","899681578.2","n/a","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cpla",
"CCBG","Capital City Bank Group","22.93","389031457.71","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","3.355","424261577.63","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","16.55","265119348.8","n/a","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","26.05","0","n/a","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","7.3","116336501.1","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","24.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","25.2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","13.4","1852291849","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","1.58","40621916.92","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","20.79","236156312.7","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","0.7512","35113055.3928","n/a","2000","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","12.25","399453941.25","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cara",
"CARB","Carbonite, Inc.","25.1","701476401.7","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/carb",
"CRME","Cardiome Pharma Corporation","1.557","53912280.294","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crme",
"CSII","Cardiovascular Systems, Inc.","23.7","808679858.1","n/a","1981","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/csii",
"CATM","Cardtronics plc","18.52","846020472.52","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","7.32","209378366.64","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","12.08","834650639.68","n/a","1998","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","16.75","1271706230","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","29.96","3178479469.2","n/a","2017","Technology","EDP Services","http://www.nasdaq.com/symbol/carg",
"CARO","Carolina Financial Corporation","37.16","782604278.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","9.5501","44473669.688","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","21.27","1732539788.67","n/a","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","12.15","439328338.65","n/a","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tast",
"CARV","Carver Bancorp, Inc.","2.9082","10748960.2134","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","0.7699","21730964.1203","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/casm",
"CASA","Casa Systems, Inc.","17.76","1422531156","n/a","2017","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/casa",
"CASC","Cascadian Therapeutics, Inc.","3.7","187073184","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/casc",
"CWST","Casella Waste Systems, Inc.","23.02","967845168.3","n/a","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","111.96","4203791677.44","n/a","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","3.25","211466333","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","58.21","714992498.64","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass",
"CATB","Catabasis Pharmaceuticals, Inc.","1.49","34393933.73","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/catb",
"CBIO","Catalyst Biosciences, Inc. ","13.6","64035831.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","3.91","400675287.18","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cprx",
"CATS","Catasys, Inc.","3.75","59584391.25","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cats",
"CATY","Cathay General Bancorp","42.17","3408178008.39","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caty",
"CATYW","Cathay General Bancorp","22.3","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catyw",
"CVCO","Cavco Industries, Inc.","152.9","1380319122.6","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco",
"CAVM","Cavium, Inc.","83.82","5796632031.3","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm",
"CBFV","CB Financial Services, Inc.","30","122640750","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbfv",
"CBAK","CBAK Energy Technology, Inc.","1.475","38679392.575","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cbak",
"CBOE","Cboe Global Markets, Inc.","124.58","14134575713.92","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe",
"CBTX","CBTX, Inc.","29.66","742858783.92","n/a","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/cbtx",
"CDK","CDK Global, Inc.","71.28","9803711562.48","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","69.51","10639397035.26","n/a","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","5.13","178050239.37","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece",
"CELC","Celcuity Inc.","18.8","189542540","n/a","2017","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/celc",
"CELG","Celgene Corporation","104.359","82163607602.229","n/a","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","0.97","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","2.83","384838481.07","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","7","41668284","5952612","2016","n/a","n/a","http://www.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","2.11","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","1.36","21506986.96","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.1001","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrbw",
"CLRBZ","Cellectar Biosciences, Inc.","0.5","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","29.15","258143392.65","8855691","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","11.25","157615537.5","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","2.69","43207697.29","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn",
"CELH","Celsius Holdings, Inc.","5.22","238444865.46","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/celh",
"CYAD","Celyad SA","43.1","21404322","496620","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyad",
"CETX","Cemtrex Inc.","2.5485","26895650.817","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cetx",
